연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
127,인천광역시유형문화유산,바리야크함 깃발(Варяг艦旗),인천 연수구,인천광역시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=13&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00660000&ccbaCtcd=23&ccbaCpno=2112300660000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 근대정치국방 / 기타,1점,2015.10.07,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",,인천광역시,인천광역시립박물관,"1904년 2월 러·일 전쟁 당시 인천 앞바다에서 일본함대와 전투를 벌이다 자폭한 러시아 순양함 바리야크(Варяг)에 걸려 있던 것이다. 바리야크함은 1904년 2월 9일 제물포 해전에서 일본 제국의 연합함대와 전투를 벌여 31명이 사망하고 191명이 부상하였으마, 승무원들은 항복하지 않고 배를 자폭시키기로 결정하였고 이후 승무원들은 구조되었다. 이 깃발은 바리야크함을 상징하는 군함기로 성 안드레이 기라고도 불리며, 붉은색 바탕에 검은색의 띠가 대각선으로 가로질러 X형을 이루고 있다. 1941년 인천부에서 인천향토관을 건립할 당시 기증받아 전시하던 것을 해방 후 인천시립박물관에서 인수하여 지금에 이르고 있다. 자폭당시 파편에 의해 훼손된 것을 배접한 것으로, 깃발의 2/3정도가 남아있는 상태이다."
128,인천광역시유형문화유산,시왕도(제6변성대왕도)(十王圖(제6변성대왕도)),인천 미추홀구,인천광역시립박물관  송암미술관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=13&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00670000&ccbaCtcd=23&ccbaCpno=2112300670000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교회화 / 탱화 / 기타,1점,2015.10.07,"인천광역시 미추홀구 비류대로55번길 68 (학익동, 송암미술관)",조선시대,인천광역시,인천광역시립박물관 송암미술관,"<제 6 변성대왕도>는 삼베(麻) 4장을 이어서 구성하였으며, 약간의 보수한 흔적을 제외하고는 전체적으로 상태가 양호하다. 변성대왕은 망자가 죽은 지 六七日(42일)에 만나게 되는 왕으로 앞선 대왕한테 재판을 받고도 죄가 남은 사람이 있으면 지옥에 보내 벌을 받게 하는 일을 맡고 있다. 화면은 상·하단을 구름으로 구획하였으며, 상단은 병풍을 배경으로 앉아있는 변성대왕이 중심이며, 하단에는 도산지옥(刀山地獄)의 내용이 펼쳐져있다. 이렇게 상단과 하단을 구름으로 구분하는 간결한 구성은 18세기부터 본격적으로 그려지는 시왕도의 한 유형으로 자리 잡는다. 화면에 등장하는 인물들의 얼굴 표현은 볼터치기법과 하이라이트 기법을 같이 사용하고 있어 조선전기 불화의 기법을 계승을 보여주고 있으며, 변성대왕 복식의 문양과 홀 등에 금을 사용하고 있어 화려함을 자연스럽게 보여주고 있다."
129,인천광역시유형문화유산,목조아미타여래좌상(木造阿彌陀如來坐像),인천 미추홀구,인천광역시립박물관  송암미술관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=13&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00680000&ccbaCtcd=23&ccbaCpno=2112300680000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 목조 / 불상,1점,2015.10.07,"인천광역시 미추홀구 비류대로55번길 68 (학익동, 송암미술관)",,인천광역시,인천광역시립박물관 송암미술관,"본관 소장의 <목조아미타여래좌상>은 높이가 50cm, 슬폭 32cm, 어깨폭 21cm로 불상 가운데는 크지 않은 편에 속한다. <목조아미타여래좌상>은 하품중생의 아미타수인을 결하고 있으며, 신체는 거의 직선에 가깝고 장방형의 얼굴은 약간 숙였다. 불두의 나발은 앞과 뒷부분이 부분적으로 떨어져나갔으며, 눈썹과 콧털은 녹, 입술은 주색을 칠했던 흔적이 남아있다. 신체의 비례는 어깨폭과 무릎폭이 약 1:1.5로 안정적이며 흘러내리는 대의자락은 정돈된 모습으로 표현하였다. 무릎은 낮게 표현하고 대의의 앞자락은 한쪽에서만 흘러내려와 부채를 펼쳐놓은 것 같은 모습으로 율동감을 주고 있다. ‘U’자형으로 길게 내려온 대의는 배 아랫부분에서 겹쳐져있고 오른쪽 어깨를 감싸고 있는 대의자락은 모서리부분이 물방울처럼 내려와 마치 소매를 집어 올린 듯한 형태를 이루고 있다. 대의 안에 승각기(僧脚崎)는 사선으로 표현하였으며 왼쪽어깨로 넘어간 대의자락은 뒤쪽으로 넘어가 걸쳐있다."
130,인천광역시유형문화유산,목조보살좌상(2015)(木造菩薩坐像(2015)),인천 미추홀구,인천광역시립박물관  송암미술관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=13&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00690000&ccbaCtcd=23&ccbaCpno=2112300690000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 목조 / 보살상,1점,2015.10.07,"인천광역시 미추홀구 비류대로55번길 68 (학익동, 송암미술관)",,인천광역시,인천광역시립박물관 송암미술관,"이 작품은 하품중생과 하품하생을 함께 수인으로 하고 있는 <목조보살좌상>이다. 보살좌상의 높이는 49cm, 어깨폭 20cm, 무릎폭 24.5cm으로 크지 않으며, 어깨폭과 무릎폭이 거의 같아서 전체적으로 안정감은 조금 떨어지는 편이라고 할 수 있다. 머리에는 보계(寶髻,상투)가 높이 솟아있고 그 위로 보관이 따로 제작되어 쓰여 있다. 높은 바닥면 위에 앉아있는 보살은 턱이 각지지 않고 턱선이 완만히 둥글며, 살짝 올라간 눈매와 둥근 콧날, 작은 입은 마치 어린아이를 연상케 할 정도로 오밀조밀하게 표현되었다. 상호에서 귀 부분은 조금 도드라지게 표현되어 장신구가 눈에 띄며, 그 위로 흘러 내려오는 보발은 어깨에서 한번 묶이고 다시 2가닥으로 갈라져 있다. 등의 중앙부분에는 횡선으로 길게 나무의 갈라짐이 보이지만 전체적인 형태에는 큰 영향을 주지 않고 있다. 높게 제작된 바닥면의 아랫부분은 분실되었으며 안쪽의 복장물은 현재 없다."
131,인천광역시유형문화유산,선문염송설화 권1-30(禪門拈頌說話 券一-三十),인천 서구,법명사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00700000&ccbaCtcd=23&ccbaCpno=2112300700000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,30권 10책,2015.12.02,인천광역시 서구 원적로 163-22 (가좌동),,법명사,법명사,"고려후기의 승려 각운이 스승인 혜심이 저술한 선문염송집에 대하여 화제에 대한 출처와 특수한 선문용어 해설 격외의 법문등을 해설한 책이다. 그래서 선문에서 필독의 책으로 이용되었다. “설화”는 선문염송의 고화 즉 옛화두를 해석하고 설명한다는 뜻으로 선문염송의 권수와 고칙에 따라 자세히 설명하였다. 이 판본은 숙종 33년 (1707)7월에 전라도 흥양의 팔영산 능가사에서 간행한 것이다.

현재는 법명사 명상박물관에 보관되어 있다."
132,인천광역시유형문화유산,묘법연화경 권3(妙法蓮華經 卷三),인천 연수구,흥륜사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00710000&ccbaCtcd=23&ccbaCpno=2112300710000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1축,2015.12.02,"인천광역시 연수구 청량로70번길 40-17 (동춘동, 흥륜사)",,흥륜사,흥륜사,"1245년(고려 고종 32년)에 대장도감에서 간행한 재조 본 고려대장경 판본의 전 7권 가운데 권3의 하나로 제5 약초유품(藥草喩品) 제6 수기품(授記品) 제7 화성유품(化城喩品) 등에서 3승의 가르침이 방편에 불과한 것임을 화성(化城)의 비유를 통해서 설명하고 있다. 두루마리 형태로 얇은 닥종이에 인쇄되어 불상의 복장물이었던 것으로 추정되며, 지질과 인쇄물로 보아 조선전기의 간행본으로 보인다."
133,인천광역시유형문화유산,대방광불화엄경 진본 권21(大方廣佛華嚴經 晋本 卷二十一),인천 연수구,흥륜사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00720000&ccbaCtcd=23&ccbaCpno=2112300720000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1축 (949.7cm),2015.12.02,"인천광역시 연수구 청량로70번길 40-17 (동춘동, 흥륜사)",,흥륜사,흥륜사,"「대방광불화엄경」은 화엄종의 소의경전으로서 대승 불교의 역사 속에서 널리 읽힌 경전으로 「화엄경」이라고 한다. 그 영향은 화엄종의 범위를 넘어서 선종에까지 크게 미쳤다. 이 경은 불타발다라(佛馱跋다羅)가 번역한 60권 경전으로 「구역화엄경」,「육십화엄」,「진본화엄경」,「진경화엄경」이라고도 한다. 전체 34품의 큰 경전으로 각각의 품들이 개별적으로 이루어진 뒤 유통되다가 후대에 집대성된 것으로 알려져 있다.

이 책은 1244년(고려 고종 31년, 갑진)에 대장도감에서 간행한 재조본 고려대장경(팔만대장경) 판본의 하나이다. 전 60권 가운데 권21의 한 축이다. 판수제는「진경(晉經)」이다. 두루마리 형태의 이 책은 중급의 얇은 닥종이에 인쇄되어 있다. 상하 여백부분을 잘라놓았는데 맨 위의 글자가 잘려나간 부분도 있다. 추측컨대, 작은 불상의 복장물이었던 것으로 추정된다. 지질과 인쇄상태로 보아 조선전기의 인쇄본으로 보인다. 같은 시기에 간행된 동일한 간본은 전하는 것이 매우 드물다."
134,인천광역시유형문화유산,대방광불화엄경 주본 권61(大方廣佛華嚴經 周本 卷六十一),인천 연수구,흥륜사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00730000&ccbaCtcd=23&ccbaCpno=2112300730000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1축 (940.5cm),2015.12.02,"인천광역시 연수구 청량로70번길 40-17 (동춘동, 흥륜사)",,흥륜사,흥륜사,"『대방광불화엄경(大方廣佛華嚴經)』은 화엄종의 소의경전으로서 대승불교의 역사속에서 널리 읽는 경전이다. 이 경은 실차난다(實叉難陀)가 번역한 것으로『당경화엄경(唐經華嚴經)『당본화엄경(唐本華嚴經)』,『신역화엄경』,『팔십화엄』이라고도 한다. 1244년에 대장도감에서 간행한 재조 본 고려대장경 판본의 전 80권 가운데 권61의 한 축인 두루마리 형태의 닥종이에 인쇄된 것이다."
135,인천광역시유형문화유산,몽산화상육도보설(蒙山和尙六道普說),인천 연수구,흥＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00740000&ccbaCtcd=23&ccbaCpno=2112300740000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1책 24장,2015.12.02,인천광역시 연수구,,흥＊＊＊,흥＊＊＊,"몽산화상(蒙山和尙) 덕이(德異)는 남송과 원대 활동한 임제종 승려이다. 휴휴암(休休菴)을 중심으로 강절 지방에 은거하던 중 1295년(충렬왕21)부터 고려인들과 교류하기 시작하였다. 그 중에서 수선사의 만항(萬恒)과 가지산문의 혼구(混丘)와의 교류는 중요한 의미가 있다. 몽산의 불교사상은 고려 선종에 지대한 영향을 미쳤고, 조선을 거쳐 오늘날까지 한국 선종의 중요한 흐름을 형성하게 되었다. 몽산의 저술로는 「몽산화상육도보설」,「직주도덕경」,「몽산화상법어약록」,「불설사십이장경서」등이 현존한다. 책의 내용은 중생에게 업인에 따라 윤회하는 지옥, 아귀, 축생, 아수라, 인간, 천상 등의 육도(六道)와 성문, 연각, 보살, 불의 등의 사성(四聖)을 더한 십계(十界)를 설법함으로써 성인의 지위에 들어갈 것을 권하는 내용이다."
136,인천광역시유형문화유산,불설장수멸죄호제동자다라니경(佛說長壽滅罪護諸童子陀羅尼經),인천 연수구,흥륜사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00750000&ccbaCtcd=23&ccbaCpno=2112300750000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1책 (28.9*18.6cm),2015.12.02,"인천광역시 연수구 청량로70번길 40-17 (동춘동, 흥륜사)",,흥륜사,흥륜사,"7세기 후반에 북인도 계빈국(캐시미르)의 사문 불타바리가 한역한 경전이다. 내용은 동자를 보호하여 죄를 없애고 장수하는 법을 말한 밀교계통의 경전이다. 곧 부처님을 따르는 제자가 이 경을 쓰고 외우면 아픈 아이도 병이 낫고, 현세에서 장수하게 되고 악도(惡道)의 고통을 잊는다고 하였다. 『장수경(長壽經)』이라고도 한다. 원나라에서 간행되어 고려에 전래되자 바로 1278년(고려 충렬왕 4)에 정현(正玄)의 발원과 전로(田盧)의 후원의 간행되었다. 이 책은 불분권 1책이다. 판심제는 『장(長)』이고 표제는 『장수경(長壽經)』이다. 본문이 끝나면 ""主上三殿壽萬歲 大王大妃殿下壽萬歲""라는 축문구가 있다. 끝의 ""嘉靖四十一年壬戌(1562) 八月日高德山俱衆寺刊板""과 같이 이 책은 1562년(명종17년)8월에 황해도 서흥의 고덕산 구중사에서 간행한 판본임을 알 수 있다. 당시 시주는 임언련(林彦連) 부부, 판각은 신연(信衍)과 천심(天心), 책임자는 영일(玲一)이었다. 앞부분에는 한글음이 주서(朱書)되어 있는 것으로 보아 학습용으로 사용한 것으로 판단된다. 임진왜란 이전 간본으로 인쇄상태로 보아 초인본으로 보인다."
137,인천광역시유형문화유산,용궁사 수월관음보살도(龍宮寺 水月觀音菩薩圖),인천 중구,한국불교태고종 용궁사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00760000&ccbaCtcd=23&ccbaCpno=2112300760000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교회화 / 탱화 / 불도,1점,2016.02.24,"인천광역시 중구 운남로 199-1 (운남동, 용궁사)",,한국불교태고종 용궁사,한국불교태고종 용궁사,"이 불화는 1880년에 竺演(축연)과 宗現(종현)이 조성한 수월관음도로서, 현재 인천시 중구 운남동소재 용궁사 관음전 안에 후불화로 봉안되어 있다. 화폭의 규모는 세로135.5cm, 가로 174.3㎝으로 3폭의 비단을 이어서 만들었는데, 가운데 화폭은 1002.2cm, 향좌폭 29.3cm, 향우폭 33.5cm로 가운데 화폭이 유난히 넓다."
138,인천광역시유형문화유산,중국 철제도교종(明代鐵製道鐘),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00770000&ccbaCtcd=23&ccbaCpno=2112300770000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교공예 / 기타,1구,2019.07.29,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",,인천광역시,인천광역시 시립박물관,"철제 도종으로, 종신을 가로선으로 구획하여 안에 명문을 새기고, 종구는 파상형으로 전형적인 중국 종의 특징을 보이는 유물이다.

종뉴(鍾鈕)는 인면(人面)형의 모습을 하고 있는데, 앞뒤로 얼굴을 맞대고 있다. 천판에서 상부까지 이어지는 면은 연판문을 돌리고, 그 사이로 원형의 구멍을 뚫어 놓았다. 종신은 크게 3단으로 구분되어 있다. 상단에는 ‘국태민안(國泰民安)’ 등의 글씨가 크게 새겨져 있고, 가운데는 종이 제작되게 된 경위와 종을 제작하기 위하여 시주한 사람들의 명단 등을 적어 놓았다. 특히 명문 중에 ‘태산행궁(泰山行宮)에 두기 위해 이 범종을 제작한다’라는 내용이 보이는데, 여기에서 태산행궁은 하남성 상구현(商丘縣)에 있는 도교사원을 뜻하는 단어로 이 범종이 도교 사원과 관련이 있음을 알 수 있다. 제일 밑단에는 팔괘가 당초문과 함께 종신을 돌아가며 새겨져 있고, 파상형의 종구에는 새의 모습이 팔보(八寶)무늬 등과 함께 유려한 선으로 장식되어 있는 등 전체적으로 장식적인 느낌이 강하다.

이 유물은 일본이 태평양 전쟁 시기에 무기의 원료로 사용하기 위하여 중국에서 부평의 조병창으로 들여온 것으로 1946년 인천시립박물관으로 옮겨왔으며 현재 동 박물관 야외전시장에서 전시되고 있다."
139,인천광역시유형문화유산,백자청화 이성곤 묘지(白磁靑畵 李成坤 墓誌),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00780000&ccbaCtcd=23&ccbaCpno=2112300780000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 생활공예 / 토도자공예 / 백자,1건 6점,2020.08.10,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",조선시대,인천광역시,인천광역시 시립박물관,"조선시대 묘지석은 주자가례 장례문화 중 마지막 과정의 장례도구로 지상에 세우는 묘지, 묘표와 함께 중요한 의미를 지닌다. 본 묘지석은 인천부사를 지낸 인물의 유물로 인천 지역사 연구에 매우 중요한 자료이며, 이성곤 묘지석은 조선시대 주자가례 문화가 토착화된 18세기(1761,영조37) 중엽의 절대 연도를 기록한 작품으로 당시 사대부들의 삶과 직업관, 세계관 등 생활상을 종합적으로 파악할 수 있는 자료임.

국가나 시도 지정 문화유산으로 지정괸 청화백자 묘지는 그리 많지 않다. 특히 이성곤의 청화백자 묘지는 인천지역에서는 매우 보기 드문 예이며, 인천부사의 묘지로서 역사적, 미술사적으로 가치가 높다는 점에서 인천시 유형문화유산으로 지정하여 보존할 만한 가치가 있음"
140,인천광역시유형문화유산,고봉화상선요(高峰和尙禪要),인천 미추홀구,대＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=14&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00790000&ccbaCtcd=23&ccbaCpno=2112300790000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서각류 / 목판각류 / 판목류,1권(55매),2021.03.15,인천광역시 미추홀구,조선시대,대＊＊＊,대＊＊＊,"『수미정사 고봉화상선요』는 1571년 충남 보원사에서 개간한 목판본으로 다양한 판본이 국내 여러 기관, 사찰 등에 다수 소장되어 있는 것으로 알려져 있으나, 보원사 판본 중 수미정사에 보관 중인「고봉화상선요」가 선본이며, 임진왜란 이전의 간본으로 인출시기를 알려주는 묵서가 있고, 원형을 그대로 유지하고 있다는 점에서 조선중기 불교사 및 불전 연구에 의미가 있는 불서(佛書)로서 문화유산의 가치가 높다."
141,인천광역시유형문화유산,불설대보부모은중경(佛說大報父母恩重經),인천 연수구,대한불교일붕선교종 호불사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=15&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00800000&ccbaCtcd=23&ccbaCpno=2112300800000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 사찰본,27.1cm x 18.3cm,2021.11.25,인천광역시 연수구 청룡로 80 (옥련동) 호불사,조선시대 1546년 7월,대한불교일붕선교종 호불사,대한불교일붕선교종 호불사,호불사 소장의 불설대보부모은중경은 제1장과 제6장의 부분적인 결락의 흠결은 있으나 나머지는 대체로 온전한 편이다. 아울러 1546년 7월에 황해도 토산의 석두사에서 간행된 이 판본은 비교적 이른 시기에 간행된 판본임을 알 수 있다. 곧 임진왜란 이전에 간행된 판본인데다 동일한 판본이 별로 전하지 않는다는 희소성도 있다고 할 수 있다.
142,인천광역시유형문화유산,강화 전등사 신중도(江華 傳燈寺 神衆圖),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=15&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00810000&ccbaCtcd=23&ccbaCpno=2112300810000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교회화 / 탱화 / 기타,1폭,2022.07.18,인천광역시 강화군,조선시대 후기,대한불교조계종 전등사,인천광역시 강화군청,"전등사 대웅보전 신중도는 20세기 전후, 필력이 뛰어난 화승이었던 금강산 유점사 승려 축연이 출초하고 보현이 함께 그린 것으로, 상궁들이 발원하여 순종의 천수를 기원한 왕실관련 불화임

- 축연의 대표작으로, 전통을 따르면서도 외래요소인 중국 판본류에서 예적 금강신과 종규, 요괴를 차용하거나 일본의 부동명왕을 한국 불교의 호법신으로 수용해 새로운 신중도 도상을 창안한 작품임

- 신중들의 얼굴이나 신체, 의습표현에 다소 과한 듯한 음영법을 구사하여 사실적인 느낌이 들며, 이러한 축연의 음영법은 ‘근대적 모색’으로 인정되어 근대기 불화연구의 중요 논의 대상이 되어왔고 보존 상태도 비교적 양호한 점 등에서 문화유산적 가치가 있음"
143,인천광역시유형문화유산,강화 전등사 석가여래삼불회도(江華 傳燈寺 釋迦如來三佛會圖),인천 강화군,대한불교조계종 전등사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=15&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00820000&ccbaCtcd=23&ccbaCpno=2112300820000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교회화 / 괘불화 / 삼세불도,1폭 321.5cm X 217.8cm,2022.12.19,인천광역시 강화군,1916년,대한불교조계종 전등사,대한불교조계종 전등사,"전등사 대웅보전 목조삼존불좌상의 후불탱인데, 탱화란 천이나 종이에 그림을 그려 액자나 족자 형태로 만들어지는 불화를 말한다. 1916년에 제작된 그림으로 한 폭에 석가와 약사, 아미타를 그린 일폭삼세불화(一幅三世佛畵)이다. 전체적으로 황토색과 진한 녹색, 밝은 벽돌색의 색 배합을 보이고 있으며, 얼굴이나 의습에는 20세기 초기에 경기도 일대에서 유행했던 서양화식 음영법이 가해진 그림이다. [참고문헌] 강화군사편찬위원회,『신편 강화사』중 문화와 사상, 강화군, 2003. 신대현,『전등사』한국의 명찰 시리즈 1, 대한불교진흥원, 2009. 김형우·안귀숙·이숙희,『인천의 전통사찰과 불교미술』1, 인천광역시 역사자료관, 2011. 국가유산청 홈페이지"
144,인천광역시유형문화유산,불랑기,인천 연수구,인천광역시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=15&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00830000&ccbaCtcd=23&ccbaCpno=2112300830000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 과학기술 / 무기병기류 / 무기무구류,"총길이 104cm,통신 52.5cm, 복부 40.6cm, 병부 11.4cm, 무게 100근(67.5kg)",2023.04.03,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",조선후기(숙종19년:1680년),인천광역시 시립박물관,인천광역시,숙종 6년(1680) 2월에 삼도수군통제사 전동흘(1610∼1685)의 재임기(59대: 1679.7.~1680.10.)에 강화도 돈대에 배치하기 위해 만든 불랑기 153좌 중 하나임.
